case_id,era,total_processing_time_hrs,n_stages_touched,n_events,had_exception,had_rework,had_sla_breach,requested_amount,risk_flag
c12_212863,pre_2012,5.055555555555555e-05,2,3,1,0,0,2500,1
c17_Application_1270643496,post_2017,548.1225577777777,4,16,1,1,1,30000.0,1
c12_185611,pre_2012,8.888888888888889e-05,2,3,1,0,0,7000,1
c12_174635,pre_2012,487.91012527777775,4,28,0,1,0,7000,0
c12_181240,pre_2012,580.3276158333333,4,34,0,1,1,5000,1
c17_Application_2061560568,post_2017,195.57628250000002,4,12,0,0,0,20000.0,0
c17_Application_1376887477,post_2017,334.71529055555555,4,12,0,0,0,25400.0,0
c17_Application_1464059152,post_2017,785.633865,4,11,1,1,1,42500.0,1
c17_Application_1760873231,post_2017,205.84450972222223,4,12,0,0,0,13500.0,0
c17_Application_229066208,post_2017,8.520480833333334,4,9,1,0,0,8000.0,1
c17_Application_373875255,post_2017,31.556394444444443,4,9,1,0,0,5000.0,1
c12_186316,pre_2012,3.5e-05,2,3,1,0,0,2000,1
c17_Application_1569654923,post_2017,171.22907916666665,4,12,0,0,0,25000.0,0
c12_206017,pre_2012,0.8880397222222223,2,10,1,1,0,20000,1
c17_Application_535380992,post_2017,562.7841972222222,4,16,1,1,1,6000.0,1
c17_Application_1622936964,post_2017,566.886368611111,4,14,1,1,1,7000.0,1
c12_206327,pre_2012,3.7128180555555557,2,9,1,1,0,6000,1
c12_178695,pre_2012,11.735586666666666,2,6,1,1,0,7000,1
c17_Application_648322991,post_2017,161.84159694444443,4,12,0,0,0,0.0,0
c17_Application_461610180,post_2017,419.8633694444444,4,20,1,1,1,15000.0,1
c17_Application_1659278181,post_2017,262.48775222222224,4,12,0,0,0,0.0,0
c17_Application_505385160,post_2017,303.74478638888894,4,12,0,0,0,7000.0,0
c17_Application_451891125,post_2017,0.08582083333333333,4,9,1,0,0,0.0,1
c17_Application_1364438939,post_2017,149.32674027777776,4,12,0,0,1,15000.0,1
c17_Application_1370023294,post_2017,121.3027488888889,4,12,0,0,0,25000.0,0
c17_Application_1771326157,post_2017,199.98902833333332,4,12,0,0,0,0.0,0
c17_Application_589186855,post_2017,73.22105805555556,4,12,1,1,0,10000.0,1
c12_204457,pre_2012,5.192523888888888,2,8,1,1,0,5000,1
c12_188497,pre_2012,328.4453275,4,28,0,1,0,7000,0
c17_Application_348672427,post_2017,356.13525722222226,4,12,0,0,0,25000.0,0
c17_Application_1766152305,post_2017,0.22762944444444447,4,9,1,0,0,0.0,1
c17_Application_1958685170,post_2017,325.04404555555556,4,12,0,0,0,11800.0,0
c17_Application_309551659,post_2017,93.83468194444445,4,12,0,0,0,0.0,0
c17_Application_667158687,post_2017,1789.2307927777779,4,11,1,1,1,8500.0,1
c17_Application_820140800,post_2017,37.98169527777778,4,9,1,0,0,5000.0,1
c17_Application_1669477442,post_2017,354.89664111111114,4,12,0,0,0,6000.0,0
c12_178302,pre_2012,2051.3818205555554,4,72,1,1,1,15000,1
c17_Application_8118144,post_2017,0.10641416666666666,4,9,1,0,0,49000.0,1
c17_Application_244825819,post_2017,168.95756944444446,4,12,0,0,0,14000.0,0
c17_Application_1566038541,post_2017,236.62798583333333,4,12,0,0,0,7000.0,0
c12_185403,pre_2012,2015.6072447222223,4,63,1,1,1,5000,1
c17_Application_407420577,post_2017,28.99494027777778,4,9,1,0,0,42000.0,1
c17_Application_540532886,post_2017,287.8821925,4,12,0,0,0,10000.0,0
c12_194230,pre_2012,0.1167375,2,10,1,1,0,6000,1
c17_Application_681016501,post_2017,359.0001161111111,4,12,0,0,0,33000.0,0
c17_Application_21990922,post_2017,195.52708194444446,4,16,1,1,0,15000.0,1
c17_Application_138016526,post_2017,170.37676222222223,4,12,0,0,0,0.0,0
c12_193399,pre_2012,0.00023305555555555555,2,3,1,0,0,3000,1
c17_Application_1285892508,post_2017,0.23161305555555556,4,9,1,0,0,10000.0,1
c17_Application_883909682,post_2017,34.655448611111105,4,12,1,1,1,30000.0,1
c12_189961,pre_2012,350.97985472222217,4,27,0,1,0,10000,0
c17_Application_146413236,post_2017,305.4216372222222,4,13,0,0,0,6500.0,0
c17_Application_188576817,post_2017,363.5515266666667,4,14,1,0,0,35000.0,1
c17_Application_980527052,post_2017,262.5402255555556,4,12,0,0,0,25000.0,0
c12_204200,pre_2012,2018.1536644444445,4,100,1,1,1,2500,1
c17_Application_1422439004,post_2017,105.12816666666667,4,12,0,0,0,18000.0,0
c17_Application_1374324644,post_2017,848.0488972222222,4,20,1,1,1,5000.0,1
c12_185111,pre_2012,2711.673208888889,4,47,1,1,1,8000,1
c12_185372,pre_2012,449.2226905555556,4,31,0,1,0,15000,0
c12_208337,pre_2012,1060.7218205555555,4,67,1,1,1,50000,1
c17_Application_1195918098,post_2017,497.81441666666666,4,12,0,0,1,20000.0,1
c17_Application_208564412,post_2017,162.92704916666668,4,12,0,0,0,25000.0,0
c17_Application_1322519399,post_2017,285.52186222222224,4,12,0,0,0,15000.0,0
c17_Application_1347914449,post_2017,171.62348527777777,4,12,0,0,0,10000.0,0
c17_Application_2034229687,post_2017,380.4023619444444,4,20,1,1,1,6500.0,1
c17_Application_761011044,post_2017,21.921058888888886,4,9,1,0,1,10000.0,1
c17_Application_1643995941,post_2017,481.6340288888889,4,14,1,0,1,10000.0,1
c17_Application_992399299,post_2017,249.90787916666665,4,12,0,0,1,7000.0,1
c17_Application_418293974,post_2017,85.22641722222222,4,15,1,1,1,40000.0,1
c17_Application_1255396405,post_2017,88.22278138888889,4,10,1,0,0,7500.0,1
c17_Application_1243127537,post_2017,222.52146916666666,4,12,0,0,0,0.0,0
c17_Application_2019169799,post_2017,214.36603416666665,4,12,0,0,0,30000.0,0
c17_Application_556819046,post_2017,240.28293027777778,4,12,0,0,0,8000.0,0
c17_Application_1144367673,post_2017,300.2275413888889,4,12,0,0,0,10000.0,0
c17_Application_2003563740,post_2017,303.92042749999996,4,12,0,0,0,35000.0,0
c17_Application_1684474347,post_2017,98.05116583333333,4,9,1,0,1,5000.0,1
c12_214277,pre_2012,347.9238902777778,4,28,0,1,0,27000,0
c17_Application_1481836231,post_2017,356.2753861111112,4,12,0,0,0,0.0,0
c17_Application_1797343303,post_2017,263.8620241666667,4,12,0,0,0,0.0,0
c17_Application_2063036518,post_2017,183.85010916666667,4,12,0,0,0,0.0,0
c17_Application_475334390,post_2017,1325.0240727777777,4,18,1,1,1,15000.0,1
c12_181306,pre_2012,513.3953819444444,4,36,0,1,0,10000,0
c12_183582,pre_2012,18.896441944444447,2,11,1,1,0,12500,1
c17_Application_809891558,post_2017,362.5007755555556,4,12,0,0,0,20000.0,0
c17_Application_320525337,post_2017,223.3822716666667,4,12,0,0,0,0.0,0
c17_Application_778324140,post_2017,169.41209555555557,4,12,0,0,0,20000.0,0
c17_Application_1884385405,post_2017,125.24770916666667,4,12,0,0,0,10000.0,0
c17_Application_964418796,post_2017,2206.892066666667,4,22,1,1,1,16000.0,1
c17_Application_1587902709,post_2017,465.0735569444444,4,26,1,1,1,25000.0,1
c17_Application_967110648,post_2017,268.4402561111111,4,14,1,0,0,5000.0,1
c17_Application_1708226981,post_2017,238.20967777777776,4,12,0,0,0,57000.0,0
c12_176440,pre_2012,2.121231388888889,2,10,1,1,0,6000,1
c12_211480,pre_2012,0.00023888888888888888,2,3,1,0,0,10000,1
c12_180139,pre_2012,219.783215,4,18,1,1,1,10000,1
c17_Application_213549612,post_2017,332.88750944444445,4,12,0,0,0,10000.0,0
c12_188050,pre_2012,0.4374002777777778,2,8,1,1,0,5000,1
c17_Application_1437146886,post_2017,289.6839647222222,4,12,0,0,0,17000.0,0
c17_Application_819182654,post_2017,286.19277999999997,4,12,0,0,0,15000.0,0
c17_Application_569369605,post_2017,260.8298844444445,4,12,0,0,0,11000.0,0
c17_Application_281799824,post_2017,242.65663583333333,4,12,0,0,0,35000.0,0
c17_Application_245473842,post_2017,1245.4035555555556,4,19,1,1,1,0.0,1
c12_191428,pre_2012,0.0001975,2,3,1,0,0,7500,1
c17_Application_595742517,post_2017,1017.7386883333334,4,18,1,1,1,36500.0,1
c17_Application_1925770669,post_2017,150.65493722222223,4,12,0,0,0,0.0,0
c12_187753,pre_2012,0.6411222222222223,2,6,1,1,0,2000,1
c17_Application_1475131206,post_2017,1181.7743313888889,4,19,1,1,1,20000.0,1
c17_Application_1989201095,post_2017,282.21471694444443,4,16,1,1,0,25000.0,1
c17_Application_319949183,post_2017,422.49711638888886,4,12,1,0,1,10000.0,1
c17_Application_1935265487,post_2017,743.2168861111111,4,20,1,1,1,30000.0,1
c12_176383,pre_2012,1079.6617372222222,4,43,1,1,1,5000,1
c17_Application_1557898800,post_2017,314.7442933333333,4,12,0,0,0,40500.0,0
c12_212355,pre_2012,208.44394111111112,4,22,0,1,0,17000,0
c17_Application_1966302326,post_2017,413.2444616666667,4,16,1,1,0,40000.0,1
c17_Application_1986264179,post_2017,264.79681750000003,4,12,0,0,0,0.0,0
c12_204679,pre_2012,109.30804583333332,4,23,1,1,0,17500,1
c12_204406,pre_2012,3.111111111111111e-05,2,3,1,0,0,2000,1
c12_178365,pre_2012,21.96601138888889,2,17,1,1,0,20000,1
c17_Application_796925887,post_2017,122.91965,4,12,0,0,0,25000.0,0
c17_Application_226526424,post_2017,308.93290527777776,4,12,0,0,0,45500.0,0
c17_Application_89113407,post_2017,144.5077947222222,4,12,0,0,0,40000.0,0
c17_Application_1948936271,post_2017,263.67658305555557,4,12,0,0,0,7000.0,0
c17_Application_926870086,post_2017,2610.731552777778,4,23,1,1,1,12000.0,1
c17_Application_219841132,post_2017,363.80234749999994,4,12,0,0,0,0.0,0
c17_Application_1099493178,post_2017,13.374837500000002,4,9,1,0,0,5000.0,1
c17_Application_1083955215,post_2017,358.26628444444447,4,12,0,0,0,25000.0,0
c17_Application_1021352275,post_2017,23.137262222222223,4,10,1,0,0,5000.0,1
c12_207023,pre_2012,337.2777411111111,4,26,0,1,0,5000,0
c17_Application_1916368109,post_2017,285.59506250000004,4,12,0,0,0,12000.0,0
c17_Application_500032780,post_2017,161.02363277777775,4,12,0,0,0,12500.0,0
c17_Application_857861327,post_2017,195.32164555555553,4,12,0,0,0,20000.0,0
c12_206077,pre_2012,11.758912222222223,2,6,1,1,0,25000,1
c17_Application_183143916,post_2017,452.25829694444445,4,16,1,1,1,10000.0,1
c17_Application_1924849407,post_2017,199.55126805555557,4,13,0,0,0,5000.0,0
c17_Application_913122133,post_2017,0.08496833333333333,4,9,1,0,0,10000.0,1
c12_214358,pre_2012,214.33119888888888,3,16,0,1,0,3500,0
c17_Application_1936192427,post_2017,135.18217611111112,4,11,1,1,1,16613.0,1
c17_Application_1549537550,post_2017,243.50307944444447,4,16,1,1,0,0.0,1
c17_Application_1309910687,post_2017,259.8082380555556,4,12,0,0,0,15000.0,0
c17_Application_2068069228,post_2017,53.15112694444444,4,12,0,0,0,15000.0,0
c17_Application_977664146,post_2017,211.37256833333333,4,12,0,0,0,15000.0,0
c17_Application_207044911,post_2017,260.4656747222222,4,12,0,0,0,5000.0,0
c17_Application_965424635,post_2017,243.96475055555558,4,12,0,0,0,0.0,0
c12_181058,pre_2012,6.277777777777778e-05,2,3,1,0,0,11000,1
c17_Application_417394798,post_2017,0.21289833333333336,4,9,1,0,0,600.0,1
c12_179387,pre_2012,2008.3401316666668,4,119,1,1,1,13500,1
c17_Application_1834515661,post_2017,327.8935930555555,4,12,0,0,0,25000.0,0
c17_Application_342520730,post_2017,233.64391027777776,4,17,1,1,1,75000.0,1
c17_Application_1769060911,post_2017,241.49835750000003,4,12,0,0,0,15000.0,0
c12_212169,pre_2012,0.00010916666666666667,2,3,1,0,0,6000,1
c17_Application_2060847781,post_2017,228.87451805555557,4,12,0,0,0,12500.0,0
c17_Application_1489523042,post_2017,263.72634222222223,4,12,0,0,0,35000.0,0
c17_Application_1944285638,post_2017,217.57444805555554,4,13,1,0,1,7000.0,1
c17_Application_1055057439,post_2017,1293.6873222222223,4,30,1,1,1,6000.0,1
c17_Application_1789438034,post_2017,5.5805825,4,12,0,0,0,16000.0,0
c17_Application_1506321327,post_2017,305.26796416666673,4,12,0,0,0,25000.0,0
c12_198017,pre_2012,3949.342555277778,4,49,1,1,1,50000,1
c17_Application_1588321376,post_2017,212.37087333333335,4,12,0,0,0,10000.0,0
c17_Application_1506426720,post_2017,135.74859472222224,4,12,0,0,0,0.0,0
c17_Application_792507306,post_2017,45.16281583333333,4,9,1,0,1,0.0,1
c12_207071,pre_2012,388.90906388888885,4,22,1,1,1,12000,1
c17_Application_1317554585,post_2017,314.38217416666663,4,12,0,0,0,10000.0,0
c17_Application_711124829,post_2017,795.1816322222222,4,22,1,1,1,7000.0,1
c17_Application_1133031472,post_2017,235.80661166666664,4,12,0,0,0,25000.0,0
c17_Application_643216783,post_2017,657.4583363888889,4,16,1,1,1,20000.0,1
c17_Application_1332366774,post_2017,140.73570444444445,4,12,0,0,0,0.0,0
c17_Application_249560121,post_2017,297.13032944444444,4,20,1,1,0,0.0,1
c17_Application_562473232,post_2017,293.39300055555555,4,12,0,0,0,5000.0,0
c12_210254,pre_2012,184.06925666666666,3,22,0,1,0,10000,0
c17_Application_2121515766,post_2017,1016.9197027777778,4,21,1,1,1,7000.0,1
c12_185114,pre_2012,379.2173033333333,4,35,0,1,0,8000,0
c17_Application_648063719,post_2017,321.08767861111113,4,12,0,0,0,20000.0,0
c17_Application_721327732,post_2017,311.63274583333333,4,12,0,0,0,5000.0,0
c12_194475,pre_2012,0.15932333333333332,2,6,1,1,0,5000,1
c17_Application_1962306771,post_2017,245.51279027777775,4,12,0,0,0,10000.0,0
c12_194626,pre_2012,742.4642697222222,4,27,1,1,1,4000,1
c17_Application_1108410496,post_2017,207.9142675,4,12,0,0,0,5000.0,0
c17_Application_946802204,post_2017,360.7844847222222,4,12,0,0,0,19500.0,0
c12_207161,pre_2012,0.4474475,2,8,1,1,0,6000,1
c17_Application_599521614,post_2017,213.13572194444444,4,12,0,0,0,15000.0,0
c17_Application_1184169516,post_2017,889.6986247222223,4,15,1,1,1,37000.0,1
c17_Application_602682587,post_2017,490.20213027777777,4,21,1,1,1,25000.0,1
c17_Application_562494659,post_2017,731.2287027777778,4,14,1,0,1,30000.0,1
c17_Application_1943145469,post_2017,431.13311555555555,4,20,1,1,1,0.0,1
c17_Application_1501561429,post_2017,0.19926000000000002,4,9,1,0,0,20000.0,1
c17_Application_483006287,post_2017,355.04510944444445,4,12,0,0,0,30000.0,0
c17_Application_2003616220,post_2017,215.41698166666666,4,12,0,0,0,5000.0,0
c17_Application_1691233008,post_2017,324.53062388888884,4,12,0,0,0,13000.0,0
c17_Application_1607499101,post_2017,138.5634611111111,4,12,0,0,0,15000.0,0
c17_Application_376102281,post_2017,287.64777805555553,4,12,0,0,0,25000.0,0
c12_207647,pre_2012,5.25e-05,2,3,1,0,0,7000,1
c17_Application_608649898,post_2017,97.63291583333333,4,12,0,0,0,17500.0,0
c17_Application_479102695,post_2017,334.7470886111111,4,12,1,1,1,5000.0,1
c17_Application_174431817,post_2017,91.45993611111112,4,15,1,1,1,5000.0,1
c17_Application_1476487383,post_2017,245.4442727777778,4,12,0,0,0,5000.0,0
c12_180331,pre_2012,474.2169511111111,4,25,0,1,0,5000,0
c17_Application_1366667960,post_2017,1049.6773108333334,4,17,1,1,1,0.0,1
c17_Application_49151202,post_2017,168.4958386111111,4,12,0,0,0,0.0,0
c17_Application_1605512326,post_2017,426.6360069444445,4,14,1,0,0,13000.0,1
c17_Application_2050219401,post_2017,132.69338305555556,4,12,0,0,1,6000.0,1
c17_Application_1265784250,post_2017,785.4455624999999,4,19,1,1,1,10000.0,1
c17_Application_2108248192,post_2017,165.1086175,4,14,1,0,1,20290.0,1
c17_Application_319276505,post_2017,527.4828261111111,4,12,0,0,0,0.0,0
c12_187577,pre_2012,13.464466666666667,2,6,1,1,0,6000,1
c17_Application_1463906557,post_2017,282.4138169444445,4,12,0,0,0,15000.0,0
c17_Application_1925781855,post_2017,316.15042972222227,4,13,0,0,0,30000.0,0
c17_Application_1839234610,post_2017,294.76860527777774,4,16,1,1,0,5000.0,1
c17_Application_1763935136,post_2017,301.81955111111114,4,12,0,0,0,10000.0,0
c17_Application_247317164,post_2017,286.2395716666666,4,12,0,0,0,15000.0,0
c17_Application_1547107498,post_2017,738.9457422222222,4,12,1,1,1,10000.0,1
c17_Application_1874674743,post_2017,736.8771427777777,4,14,1,0,1,15000.0,1
c12_178900,pre_2012,6.805555555555555e-05,2,3,1,0,0,7500,1
c12_211381,pre_2012,377.76478444444444,4,24,0,1,0,5000,0
c17_Application_1112223889,post_2017,285.43334861111117,4,12,0,0,0,55000.0,0
c17_Application_761503872,post_2017,0.7384477777777777,4,9,1,0,0,8000.0,1
c17_Application_2140670803,post_2017,158.8265391666667,4,12,0,0,0,17500.0,0
c17_Application_517927839,post_2017,237.08776833333334,4,12,0,0,0,7000.0,0
c17_Application_1196222682,post_2017,506.4331280555555,4,18,1,1,1,10000.0,1
c17_Application_308324526,post_2017,260.22874611111115,4,12,0,0,0,5000.0,0
c17_Application_835323326,post_2017,273.9765386111111,4,16,1,1,0,5000.0,1
c12_190884,pre_2012,3576.5836694444447,4,44,1,1,1,12500,1
c17_Application_1240948520,post_2017,186.48596916666665,4,12,0,0,0,23000.0,0
c17_Application_1227106242,post_2017,478.2865102777778,4,17,1,1,1,20000.0,1
c12_184177,pre_2012,2.252521944444444,2,6,1,1,0,21122,1
c17_Application_1129158483,post_2017,280.55659694444444,4,12,0,0,0,10000.0,0
c12_181028,pre_2012,0.6153919444444444,2,7,1,1,0,3000,1
c12_204134,pre_2012,350.20815277777774,4,34,1,1,1,7000,1
c17_Application_1388010863,post_2017,433.3050905555555,4,20,1,1,1,13000.0,1
c17_Application_237038952,post_2017,429.95364944444447,4,16,1,1,0,45000.0,1
c17_Application_415292216,post_2017,50.96617944444444,4,9,1,0,1,50000.0,1
c17_Application_22167554,post_2017,0.19035833333333332,4,9,1,0,0,6000.0,1
c12_210791,pre_2012,411.56778444444444,4,30,0,1,0,15000,0
c17_Application_809766643,post_2017,138.05327805555555,4,12,0,0,0,6000.0,0
c17_Application_259698722,post_2017,600.04463,4,12,0,0,1,15000.0,1
c17_Application_379041944,post_2017,325.435155,4,12,0,0,0,5000.0,0
c17_Application_1535069098,post_2017,0.39003194444444444,4,9,1,0,1,0.0,1
c12_185521,pre_2012,0.00027277777777777776,2,3,1,0,0,5000,1
c17_Application_864884278,post_2017,360.8072936111111,4,12,0,0,0,11300.0,0
c17_Application_1993554545,post_2017,169.09883388888892,4,12,0,0,0,56000.0,0
c17_Application_630399184,post_2017,1000.4884641666667,4,16,1,1,1,50000.0,1
c17_Application_1627988814,post_2017,103.64069333333333,4,12,0,0,0,25000.0,0
c17_Application_2071977490,post_2017,314.72733500000004,4,12,0,0,0,25000.0,0
c12_201117,pre_2012,15.200059722222221,2,6,1,1,0,5000,1
c12_196566,pre_2012,0.00010861111111111111,2,3,1,0,0,7500,1
c12_205912,pre_2012,2315.7343669444444,4,73,1,1,1,5000,1
c12_195869,pre_2012,1495.2192747222223,4,50,1,1,1,30000,1
c12_198696,pre_2012,7.166666666666667e-05,2,3,1,0,0,400,1
c17_Application_533569237,post_2017,233.37055222222222,4,12,0,0,0,25000.0,0
c17_Application_1863937687,post_2017,209.9562691666667,4,12,0,0,0,19000.0,0
c12_182680,pre_2012,391.9607438888889,4,28,0,1,0,25000,0
c12_193372,pre_2012,61.399921666666664,2,16,1,1,0,10000,1
c12_213720,pre_2012,525.4951266666667,4,37,0,1,0,24000,0
c17_Application_905232359,post_2017,811.3841797222223,4,20,1,1,1,15000.0,1
c12_210878,pre_2012,232.52979999999997,3,16,0,1,0,8000,0
c12_212313,pre_2012,179.82867055555556,1,24,0,1,0,50000,0
c17_Application_1419053599,post_2017,173.6587811111111,4,12,0,0,0,6500.0,0
c17_Application_76908735,post_2017,94.81490027777778,4,12,1,1,1,25000.0,1
c17_Application_951383511,post_2017,145.8027536111111,4,12,0,0,0,15000.0,0
c12_207897,pre_2012,0.3424558333333333,2,6,1,1,0,5000,1
c17_Application_1421998660,post_2017,150.50233305555554,4,12,0,0,0,0.0,0
c17_Application_1362954287,post_2017,245.9059225,4,12,0,0,0,30000.0,0
c17_Application_1647019329,post_2017,220.53200944444444,4,12,0,0,0,8000.0,0
c17_Application_737436686,post_2017,264.24770277777776,4,12,0,0,0,20000.0,0
c17_Application_868512477,post_2017,262.4090013888889,4,12,0,0,0,0.0,0
c17_Application_1007501706,post_2017,23.017520833333336,4,12,1,1,1,45000.0,1
c17_Application_356538807,post_2017,43.007985,4,12,0,0,0,0.0,0
c17_Application_429480937,post_2017,587.0026816666667,4,16,1,1,1,10000.0,1
c17_Application_296295477,post_2017,504.90573277777776,4,10,1,0,1,32000.0,1
c17_Application_1104697616,post_2017,333.0138666666667,4,12,0,0,0,16500.0,0
c12_212617,pre_2012,308.7060755555555,3,35,0,1,0,35000,0
c12_176072,pre_2012,404.94364194444444,4,30,0,1,0,15000,0
c17_Application_1144411709,post_2017,171.85011944444446,4,12,0,0,0,0.0,0
c12_189859,pre_2012,265.1883041666666,4,26,1,1,1,20000,1
c17_Application_1771649664,post_2017,399.66886833333336,4,18,1,1,1,16500.0,1
c17_Application_921400054,post_2017,339.11579027777776,4,16,1,1,0,10000.0,1
c17_Application_684696906,post_2017,476.03339416666665,4,12,1,1,1,15000.0,1
c17_Application_2114239561,post_2017,233.7928897222222,4,12,0,0,0,15000.0,0
c17_Application_1852677359,post_2017,0.10410944444444444,4,9,1,0,0,0.0,1
c12_178098,pre_2012,9.444444444444446e-05,2,3,1,0,0,2000,1
c17_Application_1138641566,post_2017,1619.9719625,4,23,1,1,1,15600.0,1
c12_207020,pre_2012,343.7372247222222,4,45,0,1,0,50000,0
c17_Application_1323003023,post_2017,242.1155986111111,4,12,0,0,0,25000.0,0
c12_189955,pre_2012,0.30427333333333334,2,8,1,1,0,9000,1
c12_181838,pre_2012,12.920334166666667,2,8,1,1,0,8700,1
c17_Application_1726163143,post_2017,569.0954891666668,4,18,1,1,1,50000.0,1
c17_Application_173826941,post_2017,241.0463816666667,4,12,0,0,0,15000.0,0
c17_Application_995221293,post_2017,364.004305,4,17,1,1,0,15000.0,1
c17_Application_1807260077,post_2017,198.1056602777778,4,12,0,0,0,15000.0,0
c17_Application_470096249,post_2017,24.219238333333337,4,12,1,1,1,42500.0,1
c17_Application_1108271369,post_2017,4194.394601666667,4,27,1,1,1,25000.0,1
c17_Application_985641293,post_2017,309.74736,4,12,0,0,0,29800.0,0
c17_Application_1437729547,post_2017,1264.7880136111112,4,26,1,1,1,10000.0,1
c17_Application_2025784058,post_2017,206.8653911111111,4,15,1,1,1,6000.0,1
c17_Application_1304924988,post_2017,190.70923388888886,4,12,0,0,0,0.0,0
c17_Application_1574359134,post_2017,341.53089611111113,4,12,0,0,0,6000.0,0
c17_Application_1476049515,post_2017,29.40592555555556,4,9,1,0,1,10000.0,1
c17_Application_2011694593,post_2017,290.42201416666666,4,12,0,0,0,27500.0,0
c17_Application_2029448969,post_2017,233.5211661111111,4,12,0,0,0,25000.0,0
c17_Application_1268155620,post_2017,235.59292166666668,4,13,1,0,0,17500.0,1
c17_Application_745948189,post_2017,128.0119713888889,4,12,0,0,0,12500.0,0
c17_Application_1652374080,post_2017,0.6508097222222223,3,7,1,0,0,35000.0,1
c17_Application_1041645953,post_2017,500.7875847222222,4,13,1,0,1,20000.0,1
c17_Application_835389685,post_2017,288.82167055555556,4,12,0,0,0,8700.0,0
c17_Application_130463013,post_2017,46.51228861111111,4,12,1,1,1,20000.0,1
c17_Application_833171339,post_2017,186.50474361111114,4,12,1,0,1,5000.0,1
c17_Application_1473120087,post_2017,186.20023027777776,4,12,0,0,0,0.0,0
c17_Application_1274557,post_2017,162.77157472222223,4,12,0,0,0,15000.0,0
c17_Application_1919101504,post_2017,300.3441741666667,4,12,0,0,0,15000.0,0
c17_Application_1455692161,post_2017,1558.0696963888888,4,17,1,1,1,22500.0,1
c17_Application_539943438,post_2017,816.791861111111,4,20,1,1,1,20000.0,1
c17_Application_1364969454,post_2017,288.12232472222223,4,14,1,0,0,25000.0,1
c17_Application_2131837815,post_2017,313.2886136111111,4,12,0,0,0,23730.0,0
c17_Application_1235452194,post_2017,163.92880916666667,4,12,0,0,0,25000.0,0
c17_Application_1689648120,post_2017,256.40026805555556,4,12,0,0,0,25000.0,0
c17_Application_1028665365,post_2017,643.5377011111111,4,23,1,1,1,60000.0,1
c17_Application_330129376,post_2017,175.4374152777778,4,12,0,0,0,20000.0,0
c17_Application_1554939217,post_2017,0.08448194444444444,4,9,1,0,0,0.0,1
c12_202376,pre_2012,5.1666666666666664e-05,2,3,1,0,0,14000,1
c17_Application_1033307487,post_2017,742.6280680555556,4,20,1,1,1,0.0,1
c17_Application_1365677392,post_2017,1198.2953544444442,4,16,1,1,1,50000.0,1
c17_Application_306348833,post_2017,325.69351027777776,4,12,0,0,0,10000.0,0
c12_197731,pre_2012,2211.4355644444445,4,61,1,1,1,12500,1
c17_Application_356892787,post_2017,873.5829099999999,4,20,1,1,1,10000.0,1
c17_Application_1155070210,post_2017,769.0904613888889,4,16,1,1,1,5000.0,1
c17_Application_2146875573,post_2017,2193.612798888889,4,25,1,1,1,75000.0,1
c17_Application_1294212373,post_2017,326.5464855555556,4,12,0,0,0,22000.0,0
c17_Application_473723128,post_2017,1041.1500655555556,4,21,1,1,1,36000.0,1
c17_Application_527357743,post_2017,352.6344711111111,4,12,0,0,0,15000.0,0
c12_199222,pre_2012,220.64253805555558,4,54,1,1,1,30000,1
c17_Application_1927302661,post_2017,263.4124825,4,12,0,0,0,19000.0,0
c17_Application_927559845,post_2017,207.35035555555558,4,16,1,1,0,12000.0,1
c17_Application_848940095,post_2017,265.7859036111111,4,12,0,0,0,10000.0,0
c12_206999,pre_2012,390.94741555555555,4,25,0,1,0,30000,0
